title,text,subject,date,label
"BOMBSHELL: the government conspiracy finally uncovered, mainstream media silent!!!",The mainstream media will NEVER show you this about the government - 100% guaranteed!!! Everyone is talking about how the leaked memo was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,conspiracies,09-Feb-21,FAKE
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! The fact that this is not on the news proves EVERYTHING!!!,health,29-Jul-19,FAKE
You won't BELIEVE what insiders revealed about the election - banned truth!!!,The mainstream media will NEVER show you this about the election - 100% guaranteed!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! Comment your reaction NOW and tag everyone you know!!!,politics,08-Apr-19,FAKE
BREAKING: the media scandal destroys everything - share before it's deleted!!!,Shocking new evidence about the media has just leaked and they are trying to BAN this article!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,politics,11-Feb-19,FAKE
BREAKING: vaccines scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! Anonymous sources claim that the secret footage proves the entire thing was staged from the beginning!!! Comment your reaction NOW and tag everyone you know!!!,politics,23-Feb-19,FAKE
Officials review health figures in vaccine programme records,"A report published on 07-Jul-20 describes how health developments were documented by the agency. Researchers noted that the results, published in vaccine programme, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",politics,15-May-19,REAL
Officials review economy figures in employment records,"Analysts said on 21-Dec-20 that economy indicators remained within the expected range, citing official records. A spokesperson said the findings in employment were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.",sports,13-Feb-19,REAL
SHOCKING!!! 5G networks secret plan EXPOSED - what they don't want you to know!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! A former employee who wants to stay completely anonymous said the truth about the banned report is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,health,11-Jan-21,FAKE
BREAKING: the election scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about the election and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! Comment your reaction NOW and tag everyone you know!!!,world,17-Jul-19,FAKE
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,10-Jun-21,FAKE
Economy update issued after employment review,"According to a statement issued on 05-Jun-20, the department reviewed economy data for the quarter. Researchers noted that the results, published in employment, are consistent with data collected over the previous year. The office declined to comment beyond the prepared statement.",technology,07-Sep-19,REAL
MIRACLE cure for the government discovered - doctors HATE this one trick!!!,This one weird trick about the government changed everything and experts are FURIOUS!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,03-Jul-21,FAKE
Officials review government figures in budget records,"Analysts said on 18-Jul-21 that government indicators remained within the expected range, citing official records. Researchers noted that the results, published in budget, are consistent with data collected over the previous year. The office declined to comment beyond the prepared statement.",technology,21-Jun-21,REAL
Economy update issued after markets review,The ministry announced on 14-Feb-19 that economy statistics had been verified by an independent auditor. The agency stated that further updates concerning markets would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,world,19-Sep-21,REAL
You won't BELIEVE what insiders revealed about vaccines - banned truth!!!,WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! Anonymous sources claim that the deleted files proves the entire thing was staged from the beginning!!! Comment your reaction NOW and tag everyone you know!!!,health,20-Sep-21,FAKE
Health update issued after vaccine programme review,The ministry announced on 04-Sep-21 that health statistics had been verified by an independent auditor. The announcement followed a month-long review in which the numbers were cross-checked against records from vaccine programme. No unusual activity was reported in connection with the matter.,politics,26-Sep-19,REAL
You won't BELIEVE what insiders revealed about vaccines - banned truth!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! They deleted the evidence about the banned report but we saved it - share this before it disappears!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,01-May-21,FAKE
Officials review government figures in parliament records,A report published on 17-Feb-19 describes how government developments were documented by the agency. The agency stated that further updates concerning parliament would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,world,03-Jul-19,REAL
Health update issued after clinic review,A report published on 05-Feb-19 describes how health developments were documented by the agency. Independent observers who reviewed the materials in clinic described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.,technology,26-Feb-20,REAL
Economy update issued after employment review,"According to a statement issued on 29-Aug-19, the department reviewed economy data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from employment. No unusual activity was reported in connection with the matter.",politics,05-May-21,REAL
SHOCKING!!! the media secret plan EXPOSED - what they don't want you to know!!!,Insiders whispered the TRUTH about the media and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,conspiracies,06-Apr-20,FAKE
BREAKING: the media scandal destroys everything - share before it's deleted!!!,This one weird trick about the media changed everything and experts are FURIOUS!!! Anonymous sources claim that the secret footage proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,health,20-Apr-20,FAKE
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,This one weird trick about 5G networks changed everything and experts are FURIOUS!!! They deleted the evidence about the secret footage but we saved it - share this before it disappears!!! Comment your reaction NOW and tag everyone you know!!!,conspiracies,09-May-20,FAKE
You won't BELIEVE what insiders revealed about vaccines - banned truth!!!,This one weird trick about vaccines changed everything and experts are FURIOUS!!! Everyone is talking about how the banned report was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,world,08-May-21,FAKE
SHOCKING!!! the media secret plan EXPOSED - what they don't want you to know!!!,The mainstream media will NEVER show you this about the media - 100% guaranteed!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the deleted files was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,conspiracies,10-Apr-20,FAKE
"BOMBSHELL: vaccines conspiracy finally uncovered, mainstream media silent!!!",Shocking new evidence about vaccines has just leaked and they are trying to BAN this article!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,entertainment,25-Sep-21,FAKE
BREAKING: the election scandal destroys everything - share before it's deleted!!!,WAKE UP people!!! the election is a total LIE and we have PROOF!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,12-Jun-20,FAKE
Government update issued after budget review,"According to a statement issued on 24-Nov-19, the department reviewed government data for the quarter. A spokesperson said the findings in budget were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.",sports,16-Oct-20,REAL
You won't BELIEVE what insiders revealed about the election - banned truth!!!,Shocking new evidence about the election has just leaked and they are trying to BAN this article!!! A former employee who wants to stay completely anonymous said the truth about the deleted files is UNBELIEVABLE!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,22-Jul-19,FAKE
You won't BELIEVE what insiders revealed about the election - banned truth!!!,This one weird trick about the election changed everything and experts are FURIOUS!!! Anonymous sources claim that the secret footage proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,world,03-Nov-19,FAKE
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Anonymous sources claim that the deleted files proves the entire thing was staged from the beginning!!! Comment your reaction NOW and tag everyone you know!!!,politics,11-May-19,FAKE
MIRACLE cure for the election discovered - doctors HATE this one trick!!!,This one weird trick about the election changed everything and experts are FURIOUS!!! They deleted the evidence about the banned report but we saved it - share this before it disappears!!! The fact that this is not on the news proves EVERYTHING!!!,health,08-Nov-19,FAKE
MIRACLE cure for the government discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about the government - 100% guaranteed!!! They deleted the evidence about the leaked memo but we saved it - share this before it disappears!!! Comment your reaction NOW and tag everyone you know!!!,conspiracies,08-Apr-20,FAKE
Government update issued after legislation review,The ministry announced on 05-Nov-20 that government statistics had been verified by an independent auditor. Independent observers who reviewed the materials in legislation described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.,politics,27-Jun-20,REAL
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! Anonymous sources claim that the deleted files proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,02-Mar-20,FAKE
Officials review diplomatic figures in diplomacy records,"According to a statement issued on 13-Aug-20, the department reviewed diplomatic data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from diplomacy. The department said it would continue to monitor the situation through standard channels.",sports,28-Mar-20,REAL
MIRACLE cure for the government discovered - doctors HATE this one trick!!!,WAKE UP people!!! the government is a total LIE and we have PROOF!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,26-Nov-20,FAKE
Technology update issued after semiconductors review,"Officials confirmed on 13-Dec-20 that technology figures were released following a routine review. Researchers noted that the results, published in semiconductors, are consistent with data collected over the previous year. No unusual activity was reported in connection with the matter.",technology,11-Dec-20,REAL
Health update issued after hospital review,"According to a statement issued on 28-Aug-21, the department reviewed health data for the quarter. Independent observers who reviewed the materials in hospital described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",world,06-May-21,REAL
Officials review technology figures in research records,"Analysts said on 14-Aug-21 that technology indicators remained within the expected range, citing official records. The announcement followed a month-long review in which the numbers were cross-checked against records from research. No unusual activity was reported in connection with the matter.",world,07-Oct-19,REAL
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the deleted files is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,world,31-Dec-20,FAKE
Diplomatic update issued after summit review,"Analysts said on 22-May-21 that diplomatic indicators remained within the expected range, citing official records. The agency stated that further updates concerning summit would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.",politics,17-Feb-19,REAL
Diplomatic update issued after diplomacy review,The ministry announced on 22-Mar-19 that diplomatic statistics had been verified by an independent auditor. Independent observers who reviewed the materials in diplomacy described the process as routine and orderly. Additional documentation is expected to be made available on the public register.,health,25-Jun-21,REAL
Technology update issued after semiconductors review,Officials confirmed on 23-Sep-21 that technology figures were released following a routine review. Independent observers who reviewed the materials in semiconductors described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.,business,18-Jul-20,REAL
"BOMBSHELL: vaccines conspiracy finally uncovered, mainstream media silent!!!",Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the banned report is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,politics,01-Jul-20,FAKE
Diplomatic update issued after border talks review,"According to a statement issued on 17-Feb-19, the department reviewed diplomatic data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from border talks. Additional documentation is expected to be made available on the public register.",health,04-Nov-20,REAL
Technology update issued after semiconductors review,"Analysts said on 23-Jun-21 that technology indicators remained within the expected range, citing official records. A spokesperson said the findings in semiconductors were based on filings submitted under existing disclosure rules. The office declined to comment beyond the prepared statement.",technology,05-Jan-19,REAL
Officials review economy figures in inflation records,The ministry announced on 30-May-20 that economy statistics had been verified by an independent auditor. Independent observers who reviewed the materials in inflation described the process as routine and orderly. Additional documentation is expected to be made available on the public register.,politics,02-Nov-19,REAL
MIRACLE cure for the election discovered - doctors HATE this one trick!!!,Shocking new evidence about the election has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,conspiracies,13-Mar-21,FAKE
Health update issued after vaccine programme review,Officials confirmed on 16-Feb-19 that health figures were released following a routine review. A spokesperson said the findings in vaccine programme were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.,world,06-Jun-21,REAL
Economy update issued after employment review,Officials confirmed on 23-Aug-19 that economy figures were released following a routine review. The agency stated that further updates concerning employment would be provided during the next scheduled briefing. No unusual activity was reported in connection with the matter.,politics,16-Apr-19,REAL
"BOMBSHELL: 5G networks conspiracy finally uncovered, mainstream media silent!!!",Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! A former employee who wants to stay completely anonymous said the truth about the secret footage is UNBELIEVABLE!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,health,16-Jan-20,FAKE
Officials review technology figures in semiconductors records,Officials confirmed on 16-Feb-21 that technology figures were released following a routine review. A spokesperson said the findings in semiconductors were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.,sports,14-Sep-21,REAL
SHOCKING!!! the government secret plan EXPOSED - what they don't want you to know!!!,This one weird trick about the government changed everything and experts are FURIOUS!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,world,18-Jun-20,FAKE
Officials review economy figures in markets records,A report published on 05-Aug-19 describes how economy developments were documented by the agency. The announcement followed a month-long review in which the numbers were cross-checked against records from markets. The department said it would continue to monitor the situation through standard channels.,sports,28-Oct-20,REAL
Government update issued after budget review,"Analysts said on 29-Sep-19 that government indicators remained within the expected range, citing official records. A spokesperson said the findings in budget were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.",world,14-Jan-20,REAL
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about 5G networks - 100% guaranteed!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! The fact that this is not on the news proves EVERYTHING!!!,world,19-Mar-21,FAKE
BREAKING: the media scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about the media and it is worse than you could ever imagine!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,politics,09-Mar-21,FAKE
"BOMBSHELL: the election conspiracy finally uncovered, mainstream media silent!!!",Insiders whispered the TRUTH about the election and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! Comment your reaction NOW and tag everyone you know!!!,health,14-Jun-21,FAKE
Officials review diplomatic figures in diplomacy records,Officials confirmed on 14-Jun-20 that diplomatic figures were released following a routine review. A spokesperson said the findings in diplomacy were based on filings submitted under existing disclosure rules. Additional documentation is expected to be made available on the public register.,business,15-Aug-21,REAL
Officials review technology figures in engineering records,Officials confirmed on 27-Jan-20 that technology figures were released following a routine review. The agency stated that further updates concerning engineering would be provided during the next scheduled briefing. The department said it would continue to monitor the situation through standard channels.,world,09-Oct-19,REAL
Diplomatic update issued after treaty review,The ministry announced on 16-Sep-21 that diplomatic statistics had been verified by an independent auditor. The agency stated that further updates concerning treaty would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.,business,11-Sep-21,REAL
You won't BELIEVE what insiders revealed about the election - banned truth!!!,This one weird trick about the election changed everything and experts are FURIOUS!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,world,28-Jun-20,FAKE
BREAKING: the government scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about the government and it is worse than you could ever imagine!!! Anonymous sources claim that the leaked memo proves the entire thing was staged from the beginning!!! Comment your reaction NOW and tag everyone you know!!!,politics,29-Aug-19,FAKE
Officials review diplomatic figures in diplomacy records,"Analysts said on 23-Jul-19 that diplomatic indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in diplomacy described the process as routine and orderly. The office declined to comment beyond the prepared statement.",health,12-Oct-19,REAL
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,This one weird trick about vaccines changed everything and experts are FURIOUS!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! Comment your reaction NOW and tag everyone you know!!!,politics,27-Aug-20,FAKE
Officials review health figures in clinic records,Officials confirmed on 27-Nov-20 that health figures were released following a routine review. A spokesperson said the findings in clinic were based on filings submitted under existing disclosure rules. The office declined to comment beyond the prepared statement.,health,01-Apr-20,REAL
Officials review diplomatic figures in border talks records,A report published on 20-Apr-19 describes how diplomatic developments were documented by the agency. The announcement followed a month-long review in which the numbers were cross-checked against records from border talks. The department said it would continue to monitor the situation through standard channels.,health,23-Jun-20,REAL
Diplomatic update issued after summit review,"Analysts said on 20-Oct-20 that diplomatic indicators remained within the expected range, citing official records. The agency stated that further updates concerning summit would be provided during the next scheduled briefing. The office declined to comment beyond the prepared statement.",politics,15-Apr-20,REAL
Government update issued after budget review,"According to a statement issued on 17-Jan-19, the department reviewed government data for the quarter. A spokesperson said the findings in budget were based on filings submitted under existing disclosure rules. The department said it would continue to monitor the situation through standard channels.",sports,20-Apr-21,REAL
Government update issued after parliament review,The ministry announced on 21-May-19 that government statistics had been verified by an independent auditor. A spokesperson said the findings in parliament were based on filings submitted under existing disclosure rules. No unusual activity was reported in connection with the matter.,politics,12-Aug-19,REAL
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,WAKE UP people!!! vaccines is a total LIE and we have PROOF!!! Anonymous sources claim that the secret footage proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,health,24-Dec-20,FAKE
Health update issued after clinic review,A report published on 12-Jun-20 describes how health developments were documented by the agency. The agency stated that further updates concerning clinic would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,business,13-May-20,REAL
SHOCKING!!! the media secret plan EXPOSED - what they don't want you to know!!!,Shocking new evidence about the media has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the deleted files proves the entire thing was staged from the beginning!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,conspiracies,30-Aug-20,FAKE
SHOCKING!!! vaccines secret plan EXPOSED - what they don't want you to know!!!,This one weird trick about vaccines changed everything and experts are FURIOUS!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,world,26-Oct-19,FAKE
Government update issued after ministry review,"A report published on 04-Jul-20 describes how government developments were documented by the agency. Researchers noted that the results, published in ministry, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",health,30-Jan-21,REAL
"BOMBSHELL: vaccines conspiracy finally uncovered, mainstream media silent!!!",This one weird trick about vaccines changed everything and experts are FURIOUS!!! Anonymous sources claim that the secret footage proves the entire thing was staged from the beginning!!! The fact that this is not on the news proves EVERYTHING!!!,politics,13-Jan-20,FAKE
Officials review health figures in vaccine programme records,"According to a statement issued on 02-Mar-21, the department reviewed health data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from vaccine programme. No unusual activity was reported in connection with the matter.",health,03-Jan-19,REAL
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! They deleted the evidence about the deleted files but we saved it - share this before it disappears!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,04-Jul-19,FAKE
"BOMBSHELL: the media conspiracy finally uncovered, mainstream media silent!!!",This one weird trick about the media changed everything and experts are FURIOUS!!! They deleted the evidence about the deleted files but we saved it - share this before it disappears!!! The fact that this is not on the news proves EVERYTHING!!!,politics,13-Feb-21,FAKE
Officials review technology figures in research records,"Analysts said on 31-May-21 that technology indicators remained within the expected range, citing official records. Researchers noted that the results, published in research, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",health,01-Jan-21,REAL
BREAKING: 5G networks scandal destroys everything - share before it's deleted!!!,Insiders whispered the TRUTH about 5G networks and it is worse than you could ever imagine!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the banned report was hidden from YOU!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,politics,30-Jun-21,FAKE
Government update issued after budget review,"According to a statement issued on 17-Mar-20, the department reviewed government data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from budget. Additional documentation is expected to be made available on the public register.",sports,18-May-21,REAL
Officials review health figures in vaccine programme records,"Officials confirmed on 10-Feb-20 that health figures were released following a routine review. Researchers noted that the results, published in vaccine programme, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",politics,21-Dec-20,REAL
Officials review technology figures in semiconductors records,A report published on 25-Jan-19 describes how technology developments were documented by the agency. The agency stated that further updates concerning semiconductors would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,politics,25-Feb-19,REAL
Technology update issued after semiconductors review,A report published on 16-Feb-19 describes how technology developments were documented by the agency. The announcement followed a month-long review in which the numbers were cross-checked against records from semiconductors. Additional documentation is expected to be made available on the public register.,politics,10-Apr-19,REAL
Officials review technology figures in engineering records,The ministry announced on 26-Mar-19 that technology statistics had been verified by an independent auditor. Independent observers who reviewed the materials in engineering described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.,business,22-Mar-19,REAL
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! They deleted the evidence about the banned report but we saved it - share this before it disappears!!! Comment your reaction NOW and tag everyone you know!!!,world,06-Apr-19,FAKE
You won't BELIEVE what insiders revealed about the government - banned truth!!!,The mainstream media will NEVER show you this about the government - 100% guaranteed!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,health,24-Jul-19,FAKE
Officials review health figures in clinic records,"A report published on 17-Feb-21 describes how health developments were documented by the agency. Researchers noted that the results, published in clinic, are consistent with data collected over the previous year. No unusual activity was reported in connection with the matter.",technology,06-May-19,REAL
Officials review diplomatic figures in diplomacy records,"According to a statement issued on 18-Nov-20, the department reviewed diplomatic data for the quarter. The announcement followed a month-long review in which the numbers were cross-checked against records from diplomacy. Additional documentation is expected to be made available on the public register.",sports,17-Aug-20,REAL
BREAKING: the election scandal destroys everything - share before it's deleted!!!,This one weird trick about the election changed everything and experts are FURIOUS!!! Everyone is talking about how the secret footage was secretly changed overnight and NOBODY is asking questions!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,politics,14-Mar-21,FAKE
MIRACLE cure for the media discovered - doctors HATE this one trick!!!,Shocking new evidence about the media has just leaked and they are trying to BAN this article!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the deleted files was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,03-Feb-19,FAKE
Government update issued after budget review,The ministry announced on 20-Apr-20 that government statistics had been verified by an independent auditor. Independent observers who reviewed the materials in budget described the process as routine and orderly. The office declined to comment beyond the prepared statement.,health,20-Oct-20,REAL
Officials review technology figures in semiconductors records,"Analysts said on 26-Dec-20 that technology indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in semiconductors described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",sports,16-Aug-19,REAL
SHOCKING!!! the government secret plan EXPOSED - what they don't want you to know!!!,This one weird trick about the government changed everything and experts are FURIOUS!!! Anonymous sources claim that the secret footage proves the entire thing was staged from the beginning!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,politics,16-Oct-19,FAKE
Economy update issued after employment review,"A report published on 12-Feb-19 describes how economy developments were documented by the agency. Researchers noted that the results, published in employment, are consistent with data collected over the previous year. Additional documentation is expected to be made available on the public register.",politics,09-Jul-21,REAL
SHOCKING!!! the election secret plan EXPOSED - what they don't want you to know!!!,Shocking new evidence about the election has just leaked and they are trying to BAN this article!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the leaked memo was hidden from YOU!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,world,11-Nov-19,FAKE
MIRACLE cure for 5G networks discovered - doctors HATE this one trick!!!,WAKE UP people!!! 5G networks is a total LIE and we have PROOF!!! Documents that nobody can verify (for reasons that are OBVIOUS) show that the secret footage was hidden from YOU!!! The fact that this is not on the news proves EVERYTHING!!!,politics,27-Jun-21,FAKE
Economy update issued after employment review,"According to a statement issued on 10-May-21, the department reviewed economy data for the quarter. Researchers noted that the results, published in employment, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",business,17-Jun-21,REAL
You won't BELIEVE what insiders revealed about 5G networks - banned truth!!!,Shocking new evidence about 5G networks has just leaked and they are trying to BAN this article!!! They deleted the evidence about the leaked memo but we saved it - share this before it disappears!!! The fact that this is not on the news proves EVERYTHING!!!,conspiracies,06-Aug-21,FAKE
"BOMBSHELL: the media conspiracy finally uncovered, mainstream media silent!!!",The mainstream media will NEVER show you this about the media - 100% guaranteed!!! Everyone is talking about how the deleted files was secretly changed overnight and NOBODY is asking questions!!! The fact that this is not on the news proves EVERYTHING!!!,health,12-Jul-20,FAKE
Officials review health figures in public health records,A report published on 07-Dec-20 describes how health developments were documented by the agency. The agency stated that further updates concerning public health would be provided during the next scheduled briefing. Additional documentation is expected to be made available on the public register.,health,14-Aug-21,REAL
MIRACLE cure for vaccines discovered - doctors HATE this one trick!!!,This one weird trick about vaccines changed everything and experts are FURIOUS!!! A former employee who wants to stay completely anonymous said the truth about the banned report is UNBELIEVABLE!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,conspiracies,03-Nov-19,FAKE
"BOMBSHELL: the election conspiracy finally uncovered, mainstream media silent!!!",Insiders whispered the TRUTH about the election and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the deleted files is UNBELIEVABLE!!! If you believe the official story you are being DECEIVED!!! Wake up sheeple!!!,politics,12-Dec-20,FAKE
Economy update issued after markets review,"Analysts said on 29-Aug-21 that economy indicators remained within the expected range, citing official records. Independent observers who reviewed the materials in markets described the process as routine and orderly. The department said it would continue to monitor the situation through standard channels.",technology,19-Aug-21,REAL
You won't BELIEVE what insiders revealed about vaccines - banned truth!!!,Insiders whispered the TRUTH about vaccines and it is worse than you could ever imagine!!! A former employee who wants to stay completely anonymous said the truth about the leaked memo is UNBELIEVABLE!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,entertainment,04-Nov-19,FAKE
SHOCKING!!! the media secret plan EXPOSED - what they don't want you to know!!!,Shocking new evidence about the media has just leaked and they are trying to BAN this article!!! Anonymous sources claim that the banned report proves the entire thing was staged from the beginning!!! Comment your reaction NOW and tag everyone you know!!!,conspiracies,22-Oct-20,FAKE
MIRACLE cure for the media discovered - doctors HATE this one trick!!!,The mainstream media will NEVER show you this about the media - 100% guaranteed!!! Anonymous sources claim that the secret footage proves the entire thing was staged from the beginning!!! SHARE THIS before it gets taken down!!! WAKE UP!!!,world,13-Jul-21,FAKE
Officials review government figures in legislation records,"According to a statement issued on 09-Apr-20, the department reviewed government data for the quarter. Researchers noted that the results, published in legislation, are consistent with data collected over the previous year. The department said it would continue to monitor the situation through standard channels.",world,17-Nov-20,REAL
SHOCKING!!! the election secret plan EXPOSED - what they don't want you to know!!!,This one weird trick about the election changed everything and experts are FURIOUS!!! Everyone is talking about how the leaked memo was secretly changed overnight and NOBODY is asking questions!!! Comment your reaction NOW and tag everyone you know!!!,politics,17-Aug-20,FAKE
